Alfabet,Title,Description,Mamfaat Pemeriksaan
I,Interleukin-1 Beta,"IL-1 adalah sitokin pro-inflamasi, dan juga telah dikaitkan dengan pembentukan tulang, sekresi insulin, regulasi nafsu makan, pengurangan demam, perkembangan saraf, dan kondisi lainnya.

Pemeriksaan ini digunakan untuk mengidentifikasi peningkatan kadar interleukin-1 beta","Membantu memahami patofisiologi gangguan imun, infeksi, atau inflamasi, atau dapat digunakan untuk tujuan penelitian."
I,Interleukin 6,"Interleukin 6 (IL-6) adalah sitokin protein yang berfungsi sebagai pembawa pesan yang mengaktifkan sistem kekebalan terhadap invasi asing dan dapat membantu melawan penyebaran kanker.

Pemeriksaan ini menganalisis Interleukin-6 dalam konsentrasi serum yang rendah, plasma, atau sampel kultur sel.","Membantu mengevaluasi kondisi seperti diabetes dan penyakit kardiovaskular atau kondisi yang berhubungan dengan peradangan seperti lupus dan rheumatoid arthritis atau dengan infeksi, seperti sepsis"
I,Interleukin 2,"IL-2 adalah protein sitokin yang diproduksi terutama oleh limfosit T-helper sebagai respons terhadap infeksi. 

Pemeriksaan ini menganalisis Interleukin 2 dalam konsentrasi dari serum.","Membantu untuk memahami patogenesis gangguan imun, infeksi, alergi, atau inflamasi."
I,Interferon-Gamma (IFN-y) Serum,Sitokin merupakan molekul penting dalam pengaturan banyak proses imunologis dalam sel. ,Mengukur perbedaan kuantitatif dan kualitatif dalam produksi sitokin secara akurat untuk memahami proses normal dan patologis.
I,Insulin Sewaktu,insulin sewaktu merupakan hasil pemeriksaan sesaat pada suatu hari tanpa memperhatikan waktu makan terakhir. ,"Pemeriksaan ini ditujukan untuk memeriksa fungsi kelenjar pankreas, menegakkan diagnosis diabetes tipe 1"
I,Insulin Puasa,Insulin adalah hormon yang berfungsi untuk mengontrol kadar gula dalam darah. Hormon ini menginduksi agar sel tubuh dapat menggunakan gula dalam darah untuk diubah menjadi sumbe energidengan demikian kadar gula dalam darah pun berkurang.,pengukuran insulin puasa berguna untuk mendiagnosis indikasi berkembangnya diabetes dan juga berguna untuk membedakan jenis diabetes yang di derita.
I,Insulin Puasa (Rebaseline),,Silahkan cek email anda untuk mendapatkan kata sandi baru
I,Interleukin 6 (IL-6),"Interleukin 6 (IL- 6) adalah sitokin pleiotropik yang mempunyai berbagai fungsi. IL-6 dapat diproduksi oleh berbagai jenis sel yang berbeda, termasuk makrofag, sel endotel, dan sel T, dan memiliki peran dalam imunitas bawaan dan adaptif.","Untuk kondisi COVID-19
- Saat pasien masuk di rawat di RS karena COVID-19
- Setelah pemberian obat anti IL-6
- Selama pemantuan kondisi badai sitokin COVID-19
Kondisi NoN COVID-19
- Evaluasi pasien sepsis bersama dengan PCT dan CRP
- Evaluasi pasien dengan dugaan infeksi lokal, seperti prosthetic joint infections (PJI)
- Evaluasi pasien dengan dugaan gangguan inflamasi, seperti rheumatoid arthritis, systemic lupus erythematosus dan lainnya"
I,Insulin-Like Growth Factor 1,"Ketika seorang anak memiliki tanda dan gejala pertumbuhan yang lambat, perawakan pendek, dan perkembangan yang tertunda atau orang dewasa mengalami penurunan kepadatan tulang, berkurangnya kekuatan otot, dan peningkatan lipid yang menunjukkan kurangnya produksi GH dan IGF-1; ketika seorang anak atau orang dewasa memiliki tanda dan gejala gigantisme atau akromegali, masing-masing, yang menunjukkan kelebihan produksi GH dan IGF-1; selama dan setelah perawatan untuk kelainan GH; ketika gangguan hipofisis diduga","Untuk membantu mendiagnosis defisiensi hormon pertumbuhan (GH) atau, yang lebih jarang, kelebihan hormon pertumbuhan; untuk mengevaluasi fungsi hipofisis; untuk memantau efektivitas pengobatan GH"
I,Insulin Puasa ,"Insulin merupakan hormon yang diproduksi dan disimpan dalam sel-sel beta pankreas. Insulin sangat penting untuk transportasi dan penyimpanan glukosa, yaitu sumber utama eneregi tubuh. Insulin membantu mengangkut glukosa dari darah ke dalam sel, mengatur kadar glukosa darah, dan berperan dalam metabolisme lipid. Pemeriksaan insulin mengukur jumlah insulin dalam darah yang direkomendasikan oleh dokter bila seseorang memiliki kadar glukosa darah yang rendah disertai gejala seperti berkeringat, jantung berdebar, pusing, dan pingsan; ketika seseorang memiliki diabetes dan dokter ingin memantau produksi insulin; terkadang ketika seseorang diduga memiliki resistensi insulin.

Pemeriksaan insulin membutuhkan sampel berupa darah yang diambil dari pembuluh darah vena di lengan.","1. Mendeteksi penyebab gangguan hipoglisemia : gangguan hipoglisemia yang terjadi pada anak-anak, 
pasien yang tidak ketosis atau asidosis, umumnya diakibatkan oleh hiperinsulinemia dan umumnya dikenal dengan kondisi Persistent Hyperinsulinemic Hypoglycemia of Infancy (PHHI).
2. Untuk mendeteksi hipoglisemia yang diinduksi tumor : insulinoma (tumor sel islet) merupakan  tipe 
tumor sel islet yang umum terjadi dan juga tipe tumor yang dapat menyebabkan hipoglisemia.
90% tumor ini bersifat jinak/benign
3. Untuk mendeteksi adanya sindrom resistensi insulin
"
I,Insulin 1 Jam PP,Insulin adalah hormon yang dihasilkan oleh kelenjar pankreas untuk metabolisme glukosa. Pemeriksaan dilakukan dengan mengukur kadar insulin 1 jam setelah pasien mengkonsumsi makanan dengan porsi normal,"Untuk mengukur kadar insulin yang dihasilkan oleh pankreas, mengtahi gangguan pada kelenjar pankreas, dan penegakkan diabetes"
I,Insulin Autoantibody,Insulin adalah hormon yang berfungsi untuk mengontrol kadar gula dalam darah. Hormon ini menginduksi agar sel tubuh dapat menggunakan gula dalam darah untuk diubah menjadi sumber energi dengan demikian kadar gula dalam darah pun berkurang.,"'-Memprediksi perkembangan diabetes tipe 1 di masa depan pada anak, remaja, dan dewasa, bila digunakan bersama dengan riwayat keluarga, pengetikan HLA, dan autoantibodi lainnya, termasuk GD65S / 81596 Glutamic Acid Decarboxylase (GAD65) Antibody Assay, Serum and islet antibodi sel antigen 2 (IA-2)
'-Diagnosis untuk membedakan antara diabetes tipe 1 dengan tipe 2
'-Mengevaluasi penderita diabetes dengan resistensi insulin pada pasien dengan diabetes yang sudah terbentuk (tipe 1 atau tipe 2)
'-Investigasi hipoglikemia pada subyek nondiabetes"
I,Insulin 2 jam PP,Pemeriksaan  untuk mendeteksi kadar insulin. Untuk melakukan pemeriksaan ini pasien perlu mengkonsumsi makanan seperti biasa kemudian setelah 2 jam darah diambil untuk di ukur konsentrasi insulinnya,"Untuk mengetahui tingkat insulin yang dihasilkan oleh kelenjar pankreas. mengetahui fungsi kelenjar pankreas, dan diagnosis risiko diabetes"
I,Inhibin B,"Inhibin B adalah hormon yang dihasilkan oleh testis pada pria dan folikel ovarium pada wanita hormon Ini juga terdeteksi pada wanita selama siklus menstruasi, terutama sebelum ovulasi.",Pengukuran inhibin B berfungsi sebagai penanda endokrin untuk memantau fungsi gonad pria dan wanita.
I,Inhibitor Faktor VIII,Inhibitor merupakan suatu imunoglobulin G yang dapat menetralisasi aktivitas faktor VIII pada pasien hemofilia A,Mendeteksi adanya inhibitor F VIII
I,Influenza A and B Antibodies,,Silahkan cek email anda untuk mendapatkan kata sandi baru
I,Inhibin A ,-,-
I,"Infliximab Quantitation with Reflex to Antibodies to Infliximab,Serum",,Silahkan cek email anda untuk mendapatkan kata sandi baru
I,Imunohistokimia Vimentin,,Silahkan cek email anda untuk mendapatkan kata sandi baru
I,Indeks Massa Tubuh,Indeks massa tubuh adalah perbandingan antara berat badan dalam kilo gram dibagi dengan tinggi badan dalam  meter kuadrat. ,"Indek massa tubuh adalah indeks untuk menetukan berat badan sesorang dalam kategori normal, berat badan berlebih, atau obesitas. Kondisi obesitas merupakan faktor risiko berbagai penyakit."
I,Imunohistokimia SMA,"SMA terdapat pada sel otot polos di dinding pembuluh darah, dinding usus, dan miometrium. Sel-sel myoepithelial pada payudara dan kelenjar saliva juga terwarnai karena mengandung aktin.",Mengidentifikasi tumor yang timbul dari otot polos dan sel mioepitel.
I,Imunohistokimia S 100,"Ekspresi S-100 terlihat pada tumor tulang rawan, tumor myoepithelial, sel Schwann dan tumor saraf, proliferasi sel Langerhans, melanosit jinak dan ganas, sarkoma sel jernih, dan beberapa karsinoma (terutama payudara). Pewarnaan S-100 terjadi pada nukleus dan sitoplasma.",Membantu dalam identifikasi berbagai neoplasma
I,Imunohistokimia Lamda,"Ada dua kelas rantai ringan; kappa dan lambda. Namun, dalam molekul imunoglobulin tertentu rantai cahaya akan berupa kappa atau lambda. Sel B mengandung kappa atau lambda mRNA.","Identifikasi mieloma, plasmacytoma, dan limfoma non-Hodgkin tertentu."
I,Imunohistokimia KI67,"Ki-67 adalah protein non-histone pada inti sel. Digunakan sebagai penanda pada inti sel, khusus untuk proliferasi sel.","1. Menilai proliferasi sel tumor
2. Membantu menentukan prognosis"
I,Imunohistokimia Kappa,"Ada dua kelas rantai ringan; kappa dan lambda. Pada manusia, sekitar 60 persen rantai cahaya adalah kappa. Namun, dalam molekul imunoglobulin tertentu rantai cahaya akan berupa kappa atau lambda. Sel B mengandung kappa atau lambda mRNA.","Identifikasi mieloma, plasmacytoma, dan limfoma non-Hodgkin tertentu."
I,Imunohistokimia HMB-45,"HMB45 immunostain mengidentifikasi antigen yang dikaitkan dengan glikoprotein premelanosomal yang ditemukan dalam melanosit teraktivasi dan neoplastik. Sebagian besar melanoma (sekitar 90%) bereaksi dengan HMB45. Pewarnaan HMB45 adalah sitoplasma dan biasanya difus, tetapi mungkin fokal. Nevi jinak (tahi lalat), dan tumor lain yang memiliki produksi melanin (seperti tumor selubung saraf perifer), juga bernoda positif.",Membantu identifikasi melanosit teraktivasi dan neoplastik.
I,Imunohistokimia p53,P53 adalah gen penekan tumor. Mutasi gen P53 dapat dideteksi pada sekitar setengah dari semua karsinoma. Pemeriksaan p53 menggunakan metode imunohistokimia berfungsi sebagai penanda mutasi gen p53.,Keberadaan ekspresi gen p53 mutan dikaitkan dengan prognosis yang lebih buruk.
I,Imunohistokimia C-KIT,pemeriksaan CD117 IHK untuk gastrointestinal stromal tumors (GIST),diagnosis gastrointestinal stromal tumors (GIST)
I,Imunohistokimia Glypican-3,GPC-3 adalah proteoglikan heparin sulfat dan protein onkofetal. Gen yang mengkode protein ini terletak di Xq26.,Membantu mengidentifikasi hepatoseluler karsinoma atau melanoma.
I,Imunohistokimia CK 7,Sitokeratin 7 adalah sitokeratin dasar yang ditemukan pada banyak epitel kelenjar dan transisi.,"Sitokeratin 7 biasanya terdapat pada adenokarsinoma paru-paru, payudara, ovarium (tumor serosa dan endometrioid), tumor serviks uterus, epitel bilier dan kolangiokarsinoma, karsinoma sel transisional kandung kemih."
I,Imunohistokimia CD68,CD68 adalah glikoprotein 110-kD yang diekspresikan oleh makrofag dan dikaitkan dengan lisosom.,"Diagnostik limfoma histiositik, AML, sarkoma granulositik (tetapi perhatikan beberapa limfoma sel B menunjukkan pewarnaan sitoplasma yang lemah)., ""Monosit plasmacytoid"" pada penyakit Kikucki, mastositosis."
I,Imunohistokimia  p63,"Protein protein p63, biasanya disebut sebagai p63, juga dikenal sebagai protein terkait transformasi 63 adalah protein yang pada manusia dikodekan oleh gen TP63 (juga dikenal sebagai p63). p63 adalah anggota baru-baru ini yang ditemukan dari keluarga p53 yang telah terbukti penting dalam pengembangan jaringan epitel.","diagnosis karsinoma sel skuamosa paru-paru, kepala dan leher, dan serviks, dan ekspresinya meningkat pada tumor ini."
I,Imunofiksasi Urine,Imunofiksasi memungkinkan untuk mendeteksi antibodi monoklonal atau imunoglobulin dalam serum atau urine,Mendeteksi antibodi monoklonal atau imunoglobulin dalam serum atau urine
I,Imunofiksasi Serum,Imunofiksasi memungkinkan untuk mendeteksi antibodi monoklonal atau imunoglobulin dalam serum atau urine,Mendeteksi antibodi monoklonal atau imunoglobulin dalam serum atau urine
I,Imunohistokimia CK 20,CK20 adalah sitokeratin tipe I. Ini adalah protein seluler utama dari enterosit matang dan sel piala dan secara khusus ditemukan di mukosa lambung dan usus.,"Dalam imunohistokimia, antibodi terhadap CK20 dapat digunakan untuk mengidentifikasi sejumlah adenokarsinoma yang timbul dari epitel yang biasanya mengandung protein CK20. Sebagai contoh, protein ini umumnya ditemukan pada kanker kolorektal, karsinoma sel transisional dan karsinoma sel Merkel, tetapi tidak ada pada kanker paru-paru, kanker prostat, dan kanker ovarium yang tidak berlendir. Ini sering digunakan dalam kombinasi dengan antibodi terhadap CK7 untuk membedakan berbagai jenis tumor kelenjar."
I,"Imunoelektroforesis (IgG, IgA, IgM, Kappa-Lambda)",Merupakan pemeriksaan immunoelectroforesis tipe rantai ringan (light chain) kappa-lambda,"Digunakan untuk menilai pasien mieloma (yang telah diketahui ataupun masih tahap dugaan ), Waldenstrom makroglobulinemia, limfoma, amiloidosis atau dengan protein monoklonal dalam serum. Sekitar 50 % pasien myeloma mengeluarkan rantai ringan bebas (free light chain) dalam urine. Setengah dari pasien tersebut hanya mengeluarkan rantai ringan bebas sebaliknya yang setengahnya lagi mengeluarkan rantai ringan bebas bersamaan dengan immunoglobulin lengkap/utuh. Pengeluaran rantai ringan berbanding lurus dengan tumor burden dan dapat digunakan dalam pemantauan terapi."
I,Imunohistokimia CK 19,Sitokeratin 19 adalah sitokeratin dengan berat molekul terendah.,"Pada lesi tiroid, kepositifan untuk sitokeratin 19 mendukung karsinoma papiler dan mungkin berguna dalam identifikasi varian folikel karsinoma papiler."
I,Immunotyping,"Pemeriksaan immunotyping dapat membantu deteksi, identifikasi, dan pemantauan protein monoklonal dalam serum yang dilakukan sebagai lanjutan pemeriksaan serum protein electrophoresis (SPE) dengan hasil abnormal mengarah pada imunoglobulin monoklonal. Produksi protein monoklonal umumnya terkait kondisi monoclonal gammopathy of undetermined significance (MGUS). Kebanyakan MGUS bersifat ringan (benign), namun karena ada kemungkinan pasien MGUS berkembang menjadi multiple myeloma dalam beberapa tahun, kondisi ini harus selalu dipantau secara teratur. Pemantauan dapat dilakukan dengan pemeriksaan SPE dan/atau immunotyping, bergantung pada protein monoklonal yang diproduksi.",Memantau penyakit atau respon terapi pada kondisi monoclonal gammopathy of undetermined significance (MGUS) agar tidak berkembang menjadi multiple myeloma.
I,Immunologi Seluler ,Tes imunologi yang dilakukan untuk mengetahui kondisi sistem kekebalan tubuh,Mendeteksi adanya disfungsi sitem imun
I,Immunohistokimia EMA,"EMA merupakan keluarga heterogen protein transmembran terglikosilasi yang dikenal sebagai protein human milk fat globule (HMFG). Keluarga antigen ini tidak terbatas pada payudara tetapi juga dapat ditemukan dalam sel epitel sekretori, pada tingkat yang lebih rendah, pada epitel non-sekretoris (mis., Epitel skuamosa) dan jarang pada sel non epitel.",EMA paling baik dianggap sebagai antibodi spektrum luas yang reaktif terhadap banyak jenis adenokarsinoma. Tumor adneksa payudara dan kulit sangat positif.
I,Immunofiksasi ,pemeriksaan untuk mendeteksi antibodi monoklonal atau imunoglobulin dalam serum atau urin,"Mengidentifikasi jenis antibodi/imunoglobulin dalam darah, yaitu rantai berat (G, A, M, D, atau E) serta rantai ringan (Kappa atau Lambda)."
I,IMMUNErisk (add on),"IMMUNErisk merupakan pemeriksaan genomik yang digunakan untuk mengidentifikasi risiko berdasarkan profil genomik seseorang terhadap penyakit autoimun (rheumatoid arthritis, SLE, psoriasis, alopecia areata dan vitiligo) serta alergi (allergic rhinitis dan atopic dermatitis). Pemeriksaan ini menganalisis lebih 100 varian genetik dari 80 gene berbeda. Tes ini hanya digunakan apabila pelanggan telah melakukan Tes Genomik sebelumnya","1. Mengetahui risiko secara genetik terhadap  penyakit autoimun (rheumatoid arthritis, SLE, psoriasis, alopecia areata dan vitiligo) serta alergi (allergic rhinitis dan atopic dermatitis). 

2. Dengan mengetahui risiko penyakit-penyakit tersebut klinisi dapat menetukan strategi untuk pencegahan dengan melakukan perubahan gaya hidup dan atau pengobatan jika diperlukan secara lebih personal.

"
I,Immunohistokimia Desmin,"Desmin adalah filamen antara berukuran 53 kDa, ada di dekat garis Z pada sarkomer, terdapat pada otot jantung, otot halus dan lurik.","1. Identifikasi tumor otot polos dan otot rangka.
2. Diferensiasi sel mesothelial reaktif (positif) dari mesothelioma (negatif) dan karsinoma (negatif) pada efusi dan spesimen histologis."
I,Immunoglobulin G Subclasses Panel,"IgG merupakan salah satu kelas dari immunoglobilun (antibodi). IgG merupakan jenis antibodi yang paling banyak di dalam tubuh. Subkelas IgG diantaranya adalah IgG1, IgG2, IgG3 dan IgG4. IgG berperan penting dalam sistem imun di dalam tubuh","Mendeteksi dan mengukur kadar IgG total, mencakup IgG1, IgG2, IgG3 dan IgG4"
I,Immuno (4-6 Stains),,Silahkan cek email anda untuk mendapatkan kata sandi baru
